Team,a.Team,Data,CasaAposta,Home,Away
Cleveland Cavaliers,Indiana Pacers,02.04.2023 21:00,Parimatch,1.11,7.0
Milwaukee Bucks,Philadelphia 76ers,02.04.2023 21:00,bet365,1.5,2.7
Milwaukee Bucks,Philadelphia 76ers,02.04.2023 21:00,Betano.br,1.47,2.75
Milwaukee Bucks,Philadelphia 76ers,02.04.2023 21:00,1xBet,1.53,2.76
Milwaukee Bucks,Philadelphia 76ers,02.04.2023 21:00,Betfair,1.47,2.63
Milwaukee Bucks,Philadelphia 76ers,02.04.2023 21:00,Marsbet,1.48,2.75
Milwaukee Bucks,Philadelphia 76ers,02.04.2023 21:00,Novibet,1.49,2.7
Milwaukee Bucks,Philadelphia 76ers,02.04.2023 21:00,Parimatch,1.48,2.75
Houston Rockets,Los Angeles Lakers,02.04.2023 20:00,bet365,5.75,1.15
Houston Rockets,Los Angeles Lakers,02.04.2023 20:00,Betano.br,5.9,1.15
Houston Rockets,Los Angeles Lakers,02.04.2023 20:00,1xBet,6.2,1.17
Houston Rockets,Los Angeles Lakers,02.04.2023 20:00,Betfair,5.5,1.14
Houston Rockets,Los Angeles Lakers,02.04.2023 20:00,Marsbet,6.6,1.13
Houston Rockets,Los Angeles Lakers,02.04.2023 20:00,Novibet,5.7,1.16
Houston Rockets,Los Angeles Lakers,02.04.2023 20:00,Parimatch,6.6,1.13
Oklahoma City Thunder,Phoenix Suns,02.04.2023 20:00,bet365,2.8,1.45
Oklahoma City Thunder,Phoenix Suns,02.04.2023 20:00,Betano.br,2.82,1.45
Oklahoma City Thunder,Phoenix Suns,02.04.2023 20:00,1xBet,2.87,1.5
Oklahoma City Thunder,Phoenix Suns,02.04.2023 20:00,Betfair,2.7,1.44
Oklahoma City Thunder,Phoenix Suns,02.04.2023 20:00,Marsbet,2.8,1.46
Oklahoma City Thunder,Phoenix Suns,02.04.2023 20:00,Novibet,2.8,1.47
Oklahoma City Thunder,Phoenix Suns,02.04.2023 20:00,Parimatch,2.8,1.46
Atlanta Hawks,Dallas Mavericks,02.04.2023 19:00,bet365,1.67,2.3
Atlanta Hawks,Dallas Mavericks,02.04.2023 19:00,Betano.br,1.6,2.42
Atlanta Hawks,Dallas Mavericks,02.04.2023 19:00,1xBet,1.7,2.34
Atlanta Hawks,Dallas Mavericks,02.04.2023 19:00,Betfair,1.6,2.3
Atlanta Hawks,Dallas Mavericks,02.04.2023 19:00,Marsbet,1.67,2.28
Atlanta Hawks,Dallas Mavericks,02.04.2023 19:00,Novibet,1.61,2.4
Atlanta Hawks,Dallas Mavericks,02.04.2023 19:00,Parimatch,1.67,2.28
New York Knicks,Washington Wizards,02.04.2023 19:00,bet365,1.15,5.75
New York Knicks,Washington Wizards,02.04.2023 19:00,Betano.br,1.15,5.8
New York Knicks,Washington Wizards,02.04.2023 19:00,1xBet,1.17,6.2
New York Knicks,Washington Wizards,02.04.2023 19:00,Betfair,1.14,5.5
New York Knicks,Washington Wizards,02.04.2023 19:00,Marsbet,1.15,5.8
New York Knicks,Washington Wizards,02.04.2023 19:00,Novibet,1.16,5.5
New York Knicks,Washington Wizards,02.04.2023 19:00,Parimatch,1.18,4.75
Orlando Magic,Detroit Pistons,02.04.2023 19:00,bet365,1.17,5.5
Orlando Magic,Detroit Pistons,02.04.2023 19:00,Betano.br,1.15,6.0
Orlando Magic,Detroit Pistons,02.04.2023 19:00,1xBet,1.18,5.85
Orlando Magic,Detroit Pistons,02.04.2023 19:00,Betfair,1.17,5.0
Orlando Magic,Detroit Pistons,02.04.2023 19:00,Marsbet,1.17,5.4
Orlando Magic,Detroit Pistons,02.04.2023 19:00,Novibet,1.18,5.2
Orlando Magic,Detroit Pistons,02.04.2023 19:00,Parimatch,1.19,4.6
Sacramento Kings,San Antonio Spurs,02.04.2023 19:00,bet365,1.06,10.5
Sacramento Kings,San Antonio Spurs,02.04.2023 19:00,Betano.br,1.03,14.5
Sacramento Kings,San Antonio Spurs,02.04.2023 19:00,1xBet,1.1,9.3
Sacramento Kings,San Antonio Spurs,02.04.2023 19:00,Betfair,1.06,8.5
Sacramento Kings,San Antonio Spurs,02.04.2023 19:00,Marsbet,1.06,11.0
Sacramento Kings,San Antonio Spurs,02.04.2023 19:00,Novibet,1.07,9.1
Sacramento Kings,San Antonio Spurs,02.04.2023 19:00,Parimatch,1.06,11.0
Brooklyn Nets,Utah Jazz,02.04.2023 16:30,bet365,1.34,3.35
Brooklyn Nets,Utah Jazz,02.04.2023 16:30,Betano.br,1.33,3.5
Brooklyn Nets,Utah Jazz,02.04.2023 16:30,1xBet,1.36,3.58
Brooklyn Nets,Utah Jazz,02.04.2023 16:30,Betfair,1.33,3.25
Brooklyn Nets,Utah Jazz,02.04.2023 16:30,Marsbet,1.3,3.7
Brooklyn Nets,Utah Jazz,02.04.2023 16:30,Novibet,1.37,3.25
Brooklyn Nets,Utah Jazz,02.04.2023 16:30,Parimatch,1.27,3.95
Chicago Bulls,Memphis Grizzlies,02.04.2023 16:30,bet365,1.91,1.91
Chicago Bulls,Memphis Grizzlies,02.04.2023 16:30,Betano.br,1.93,1.93
Chicago Bulls,Memphis Grizzlies,02.04.2023 16:30,1xBet,2.06,1.89
Chicago Bulls,Memphis Grizzlies,02.04.2023 16:30,Betfair,1.9,1.9
Chicago Bulls,Memphis Grizzlies,02.04.2023 16:30,Marsbet,1.97,1.88
Chicago Bulls,Memphis Grizzlies,02.04.2023 16:30,Novibet,1.98,1.87
Chicago Bulls,Memphis Grizzlies,02.04.2023 16:30,Parimatch,1.97,1.88
Minnesota Timberwolves,Portland Trail Blazers,02.04.2023 16:30,bet365,1.05,12.25
Minnesota Timberwolves,Portland Trail Blazers,02.04.2023 16:30,Betano.br,1.05,11.0
Minnesota Timberwolves,Portland Trail Blazers,02.04.2023 16:30,1xBet,1.04,19.0
Minnesota Timberwolves,Portland Trail Blazers,02.04.2023 16:30,Betfair,1.02,13.0
Minnesota Timberwolves,Portland Trail Blazers,02.04.2023 16:30,Marsbet,1.04,14.0
Minnesota Timberwolves,Portland Trail Blazers,02.04.2023 16:30,Novibet,1.06,10.5
Minnesota Timberwolves,Portland Trail Blazers,02.04.2023 16:30,Parimatch,1.04,13.0
Charlotte Hornets,Toronto Raptors,02.04.2023 14:00,bet365,9.0,1.08
Charlotte Hornets,Toronto Raptors,02.04.2023 14:00,Betano.br,9.0,1.08
Charlotte Hornets,Toronto Raptors,02.04.2023 14:00,1xBet,10.5,1.09
Charlotte Hornets,Toronto Raptors,02.04.2023 14:00,Betfair,8.0,1.07
Charlotte Hornets,Toronto Raptors,02.04.2023 14:00,Marsbet,9.8,1.07
Charlotte Hornets,Toronto Raptors,02.04.2023 14:00,Novibet,7.6,1.1
Charlotte Hornets,Toronto Raptors,02.04.2023 14:00,Parimatch,6.8,1.1
New Orleans Pelicans,Los Angeles Clippers,01.04.2023 21:30,bet365,1.57,2.55
New Orleans Pelicans,Los Angeles Clippers,01.04.2023 21:30,Betano.br,1.53,2.57
New Orleans Pelicans,Los Angeles Clippers,01.04.2023 21:30,1xBet,1.61,2.54
New Orleans Pelicans,Los Angeles Clippers,01.04.2023 21:30,Betfair,1.5,2.55
New Orleans Pelicans,Los Angeles Clippers,01.04.2023 21:30,Marsbet,1.59,2.44
New Orleans Pelicans,Los Angeles Clippers,01.04.2023 21:30,Novibet,1.58,2.45
New Orleans Pelicans,Los Angeles Clippers,01.04.2023 21:30,Parimatch,1.61,2.4
Miami Heat,Dallas Mavericks,01.04.2023 20:30,bet365,2.2,1.71
Miami Heat,Dallas Mavericks,01.04.2023 20:30,Betano.br,2.18,1.72
Miami Heat,Dallas Mavericks,01.04.2023 20:30,1xBet,2.25,1.75
Miami Heat,Dallas Mavericks,01.04.2023 20:30,Betfair,2.15,1.67
Miami Heat,Dallas Mavericks,01.04.2023 20:30,Marsbet,2.16,1.74
Miami Heat,Dallas Mavericks,01.04.2023 20:30,Novibet,2.15,1.75
Miami Heat,Dallas Mavericks,01.04.2023 20:30,Parimatch,2.18,1.68
