Home,Away
0.0,1.0
1.0,0.0
0.99,0.01
0.0,1.0
0.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.97,0.03
1.0,0.0
1.0,0.0
0.82,0.18
1.0,0.0
0.97,0.03
1.0,0.0
0.07,0.93
1.0,0.0
1.0,0.0
0.0,1.0
0.0,1.0
0.89,0.11
0.12,0.88
1.0,0.0
1.0,0.0
1.0,0.0
0.01,0.99
0.82,0.18
1.0,0.0
0.99,0.01
0.0,1.0
0.9,0.1
0.0,1.0
1.0,0.0
0.0,1.0
0.06,0.94
0.72,0.28
1.0,0.0
1.0,0.0
0.74,0.26
0.43,0.57
1.0,0.0
0.0,1.0
0.76,0.24
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.95,0.05
1.0,0.0
1.0,0.0
0.03,0.97
0.0,1.0
1.0,0.0
0.61,0.39
1.0,0.0
0.99,0.01
1.0,0.0
1.0,0.0
1.0,0.0
0.0,1.0
0.0,1.0
0.13,0.87
0.97,0.03
0.26,0.74
1.0,0.0
1.0,0.0
0.75,0.25
