Home,Away
0.0,1.0
0.91,0.09
1.0,0.0
0.0,1.0
1.0,0.0
0.92,0.08
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.46,0.53
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,1.0
1.0,0.0
0.9,0.1
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.98,0.02
1.0,0.0
0.0,1.0
0.01,0.99
1.0,0.0
0.0,1.0
0.96,0.04
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.87,0.13
1.0,0.0
0.02,0.98
0.99,0.01
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.1,0.9
1.0,0.0
1.0,0.0
0.96,0.04
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.01,0.99
1.0,0.0
1.0,0.0
